Title,Year,URL,Popularity,verses
Sponge ,2006,/sponge-lyrics-rem.html,0,"Pleasure is melting like chocolate
My blue ribbon gumption is gone
All my gravy must have soaked into something
And the world
The filthy steps, the cold concrete
The phony earth below my feet
The ancient odor of the street
Yes, the world, world, world, it is a sponge
Yes, the world, world, world, it is a sponge
And when the crisis passes
When the coast is clear
I'll be buffed down to a liquid
And the world, world, world, it is a sponge
Yes, the world, world, world, world, it is a sponge
Yes, the world, world, world, world, world, it is a sponge
Throughout this entire ugly outing
I've been mumbling the convex of what I should be shouting
But I'll soon be silent, you'll soon hear nothing
'Cause the world, world, it is a sponge
The world, world, world, world, it is a sponge
World, world, world, world, it is a sponge"
Stand ,2003,/stand-lyrics-rem.html,3,"Stand in the place where you live
Now face north
Think about direction
Wonder why you haven't before
Now stand in the place where you work
Now face west
Think about the place where you live
Wonder why you haven't before
If you are confused, check with the sun
Carry a compass to help you along
Your feet are going to be on the ground
Your head is there to move you around
So stand in the place where you live
Now face north
Think about direction
Wonder why you haven't before
Now stand in the place where you work
Now face west
Think about the place where you live
Wonder why you haven't before
Your feet are going to be on the ground
Your head is there to move you around
If wishes were trees, the trees would be falling
Listen to reason, season is calling
Stand in the place where you live
Now face north
Think about direction
Wonder why you haven't before
Now stand in the place where you work
Now face west
Think about the place where you live
Wonder why you haven't before
If wishes were trees, the trees would be falling
Listen to reason, reason is calling
Your feet are going to be on the ground
Your head is there to move you around
So stand (Stand!)
Now face north
Think about direction
Wonder why you haven't before
Now stand (Stand!)
Now face west
Think about the place where you live
Wonder why you haven't
Stand in the place where you live
Now face north
Think about direction
Wonder why you haven't before
Now stand in the place where you work
Now face west
Think about the place where you live
Wonder why you haven't before
Stand in the place where you are
Now face north
Stand in the place where you are
Now face west
Your feet are going to be on the ground
(Stand in the place where you are)
Your head is there to move you around, so stand"
Star 69 ,2006,/star-69-lyrics-rem.html,0,"You don't have to take the bar exam to see
What you've done is ignoramus 103
What've I got to hang my hat on
You don't have a pot to pee in
All this just to be your friend
I was there until the end.
Extortion and arson, petty larceny.
I know you called-I know you called-I know you called
I know you called-I know you called-I know you hung up my line
Star 69
I know all about the warehouse fire
I know squirrelys didn't chew the wires
3 people have my number
The other 2 were with me
I don't like to tell-tell but i'm not your patsy.
This time you have gone too far with me.
I know you called-I know you called-I know you called
I know you called-I know you called-I know you hung up my line
Star 69
Why'd you put your quarter down on me?
This reads like some dork inside edition hard copy.
I can't be your character witness
I can't be your alibi
Doorbell rings it's the FBI
We learned Spy vs. Spy
You my friend are guilty as can be.
I know you called-I know you called-I know you called
I know you called-I know you called-I know you hung up my line
I know you called-I know you called-I know you called
I know you called-I know you called-I can't be your alibi
Star 69"
Star Me Kitten ,2006,/star-me-kitten-lyrics-rem.html,0,"Keys cut, three for the price of one
And nothing's free, but guaranteed for a lifetime's use
I've changed the locks, and you can't have one
You, you know the other two
The brakes have worn so thin that you could hear
I hear them screeching through the door from our driveway
Hey, love, look into your glovebox heart
What is there for me inside, this love is tired
I've changed the locks, have I misplaced you?
Have we lost our minds?
Will this never end?
It could depend on your take
You, me, we used to be on fire
If keys are all that stand between
Can I throw in the ring?
No gasoline, just fuck me, kitten
You are wild, and I'm in your possession
Nothing's free, so fuck me, kitten
I'm in your possession
So fuck me, kitten"
Staring Down the Barrel of the Middle Distance ,2016,/staring-down-the-barrel-of-the-middle-distance-lyrics-rem.html,0,"Now the hope for the future took a pounding in the parking lot
And the answer for today is all I got
When your name is called the lights went down
The time is the essence excuse me
And I'm blinking at the vanishing point of what I thought
Staring down the barrel of the middle distance
God knows I've tried
I close my eyes
I close my eyes
I close my eyes
I greet despair to a standard prayer
If you call for the future I don't care
And I turn you round to face me here
There's a compass raised with a familiar tone
With a voice that needles me to the bone
Staring down the barrel of the middle distance
God knows I've tried
I close my eyes
I close my eyes
Whose position shifts cause its been effect
If you can't hit play cause the button sticks
Ignorance is bliss, I can't say
There's a compass raised with familiar tone
With a voice that needles you to the bone
You're left with chaos, static and delay
Staring down the barrel of the middle distance
Staring down the barrel of the middle distance
God knows I've tried
I close my eyes
I close my eyes
I close my eyes
Staring down the barrel of the middle distance
God knows I've tried
I close my eyes
I close my eyes"
Strange ,2008,/strange-lyrics-rem.html,0,"There's something strange going on tonight
There's something going on that's not quite right
Michael's nervous and the lights are bright
There's something going on that's not quite right
There's something going on that wasn't here before
Keep your eyes glued to the floor
There's something strange going on tonight
There's something going on that's not quite right, uh huh
There's something strange going on tonight
There's something going on that's not quite right
Michael's nervous and the lights are bright
There's something going on that's not quite right
There's something going on that wasn't here before
Keep your eyes glued to the floor
No one's going to say goodnight
There's something going on that's not quite right, uh huh
There's something going on that wasn't here before
Keep your eyes glued to the floor
No one's going to say goodnight
There's something going on that's not quite right, uh huh"
Strange (wire) ,2008,/strange-wire-lyrics-rem.html,2,"There's something strange going on tonight
There's something going on that's not quite right
Michael's nervous and the lights are bright
There's something going on that's not quite right
There's something going on that wasn't here before
Keep your eyes glued to the floor
There's something strange going on tonight
There's something going on that's not quite right, uh huh
There's something strange going on tonight
There's something going on that's not quite right
Michael's nervous and the lights are bright
There's something going on that's not quite right
There's something going on that wasn't here before
Keep your eyes glued to the floor
No one's going to say goodnight
There's something going on that's not quite right, uh huh
There's something going on that wasn't here before
Keep your eyes glued to the floor
No one's going to say goodnight
There's something going on that's not quite right, uh huh"
Strange Currencies ,2006,/strange-currencies-lyrics-rem.html,3,"I don't know why you're mean to me
when I call on the telephone.
and I don't know what you mean to me
but I want to turn you on, turn you up, figure you out, I want to take you on
These words, ""You will be mine.""
These words, ""You will be mine."" all the time.
The fool might be my middle name
But I'd be foolish not to say
I'm going to make whatever it takes,
bring you up, call you down, sign your name, secret love,
make it rhyme, take you in, and make you mine.
These words, ""You will be mine.""
These words, ""You will be mine."" all the time. oh
I tripped and fell, and did I fall.
What I want to feel, I want to feel it now
You know with love come strange currencies
and here is my appeal:
I need a chance, a second chance, a third chance, a fourth chance,
a word, a signal, a nod, a little breath
just to fool myself, to catch myself, to make it real, real
These words, ""You will be mine""
These words, ""You will be mine."" all the time. oh
These words, ""You will be mine.""
These words, they haunt me, hunt me down, catch in my throat, make me pray,
say, love's confined, on Earth"
Stumble ,2006,/stumble-lyrics-rem.html,0,"We'll stumble through the yard
We'll stumble through the yard
We'll stumble through the A P T
We'll stumble through the yard
Force fields, explorer racing home, the ancient star
Yellow mixed with golden hue, scan the graveyard, dead there be
Ball and chain, ball and chain, ball and chain, ball and chain
We'll stumble through the yard
We'll stumble through the yard
We'll stumble through the A P T
We'll stumble through the yard
Force fields, explorer racing home, the ancient star
Yellow mixed with golden hue, scan the graveyard, dead there be
Ball and chain, ball and chain, ball and chain, ball and chain
We'll stumble through the yard
We'll stumble through the yard
We'll stumble through the A P T
We'll stumble through the yard
Force fields, explorer racing home, the ancient star
Yellow mixed with golden hue, scan the graveyard, dead there be
Ball and chain, ball and chain, ball and chain, ball and chain
{It was round about midnight Hipster Town
Imagine going for a walk things get around to taking place
It's not a waste of time, the rich got a little poorer
It was round about midnight Hipster Town
Things get around to taking place if they're gonna happen at all
Don't need that jazz, don't need that stuff
It was round about midnight Hipster Town
It was round about midnight Hipster Town}
We'll stumble through the yard
We'll stumble through the yard
We'll stumble through the A P T
We'll stumble through the yard
Force fields, explorer racing home, the ancient star
Yellow mixed with golden hue, scan the graveyard, dead there be
Ball and chain, ball and chain, ball and chain, ball and chain"
Summer Turns To High ,2006,/summer-turns-to-high-lyrics-rem.html,0,"Mercury is rising still
Turn the fan on high
I won't step on my own shadow
No one wants to cry.
Someone put a pox on me
I'll spit in their eye.
Summer turns to high.
With my bedsheet cape and sandals
Circle citronella candles.
Summer's here, the light is raising
Hopes and dragonflies.
If those hopes are overshadowed
Cotton candy, caramel apple.
Summer turns to high
Summer turns to high
Summer turns to high,
Summer high
After wine and nectarines
The fireflies and time
Move like syrup through the evening
With a sweet resign.
I won't pine for what could have been -
I'm preoccupied!
Summer turns to high
Summer turns to high
Summer turns to high,
Summer high."
Superman ,2006,/superman-lyrics-rem.html,2,
Supernatural Superserious ,2008,/supernatural-superserious-lyrics-rem.html,0,"Everybody here
Comes from somewhere
But they would just as soon forget
and disguise
At the summer camp where you volunteered
No one saw your face, no one saw your fear
If that apparition had just appeared
Took you up and away from this place and sheer humiliation
Of your teenage station
Nobody cares no one remembers and nobody cares
Yeah you cried and you cried
He's alive he's alive
Ah, you cried and you cried and you cried and you cried
If you call out safe then I'll stop right away
If the premise buckles and the ropes starts to shake
For the details mark
With the stories the same
You don't have to explain
You don't have to explain
Humiliation
Of your teenage station
Yeah you cried and you cried
He's alive he's alive
Ah, you cried and you cried and you cried
And you realized your fantasies are
Dressed up in travesties
Enjoy yourself with no regrets
Everybody here comes from somewhere
If they would just as soon forget,
And disguise
Yeah you cried and you cried
He's alive he's alive
Yeah, you cried and you cried and you cried and you cried
(Oh you cried and you cried)
(Oh you cried and you cried)
Now there's nothing dark and there's nothing weird
Don't be afraid I'll hold you near
From the science where you first betrayed
An open heart on a darkened stage's celebration
Of your teenage station
Zen experience sweet delirious
Supernatural superserious
Inexperience sweet delirious
Supernatural superserious
wow"
Suspicion ,2006,/suspicion-lyrics-rem.html,0,"Now my suspicion's on the rise
I have known, I have known your kind.
Please don't talk, don't make me think
Order up another drink
Let me let imagination drive.
Can't you see
I need
Nothing too deep.
Imagination
Come alive
Suspicion
Tonight, I'll dream tonight.
Listen to the devils in my ear.
Tell me what, what I want to hear
You're so funny, you're so fine
You're so perfect, you're so mine.
That I never had an opportunity
To hide
No, I've never had a chance
Can't you see
I need
Nothing too deep.
Imagination come alive
Suspicion
Tonight, I'll dream tonight.
Look into my eyes.
They hypnotize.
The lights, the drinks.
Let the music carry you away
My eyes are blurred
My sights are limited
Am I sensing a familiar twinge?
Please don't speak
Make me think
It's all too deep
Imagination
Come alive
Suspicion
Step down, I'll dream tonight
Step down, I'll dream
You're so naked baby
Carry me away
Dream, dream."
Swan Swan H ,2006,/swan-swan-h-lyrics-rem.html,0,"Swan swan hummingbird
Hurrah we are all free now
What noisy cats are we
Girl and dog he bore his cross
A long low time ago people talk to me
Johnny reb what's the price of fans
Forty a piece or three for one dollar?
Hey captain don't you want to buy
Some bone chains and toothpicks?
Night wings her hair chains
Here's your wooden greenback sing
Wooden beams and dovetail sweep
I struck that picture ninety times,
I walked that path a hundred ninety,
Long, low time ago, people talk to me
A pistol hot cup of rhyme
The whiskey is water, the water is wine
Marching feet, johnny reb, what's the price of heroes?
Six in one, half dozen the other,
Tell that to the captain's mother,
Hey captain don't you want to buy,
Some bone chains and toothpicks?
Night wings, her hair chains
Swan, swan, hummingbird
Hurrah, we are all free now
What noisy cats are we
Long, low time ago, people talk to me
A pistol hot cup of rhyme,
The whiskey is water, the water is wine"
Swan Swan Hummingbird ,2014,/swan-swan-hummingbird-lyrics-rem.html,0,
Sweetness Follows ,2006,/sweetness-follows-lyrics-rem.html,2,"Readying to bury your father and your mother
What did you think when you lost another?
I used to wonder, why did you bother?
Distanced from one, blind to the other
Listen here my sister and my brother
What would you care if you lost the other?
I always wonder, why did we bother?
Distanced from one, blind to the other
Oh, but sweetness follows
It's these little things, they can pull you under
Live your life filled with joy and wonder
I always knew this altogether thunder
Was lost in our little lives
Oh, but sweetness follows
Oh, but sweetness follows
It's these little things, they can pull you under
Live your life filled with joy and thunder
Yeah, yeah we were altogether
Lost in our little lives
Oh, but sweetness follows
Oh, but sweetness follows"
Tainted Obligation ,2006,/tainted-obligation-lyrics-rem.html,0,
Talk About The Passion ,2011,/talk-about-the-passion-lyrics-rem.html,2,"Empty bread, empty mouths, combien reaction
Empty bread, empty mouths, talk about the passion
Not everyone can carry the weight of the world
Not everyone can carry the weight of the world
Talk about the passion, talk about the passion
Empty bread, empty mouths, combien reaction
Empty bread, empty mouths, talk about the passion
Combien, combien, combien de temps
Talk about the passion, talk about the passion
Not everyone can carry the weight of the world
Not everyone can carry the weight of the world
Combien, combien, combien de temps
Talk about the passion, talk about the passion
Talk about the passion, talk about the passion
Talk about the passion, talk about the passion"
Texarcana ,2016,/texarcana-lyrics-rem.html,0,
Texarkana ,2006,/texarkana-lyrics-rem.html,0,"20, 000 miles to an oasis
20, 000 years will I burn
20, 000 chances I've wasted
Waiting for the moment to turn
I would give my life to find it
I would give it all
Catch me if I fall
Walking through the woods, I have faced it
Looking for something to learn
30, 000 thoughts have been wasted
Never in my time to return
I would give my life to find it
I would give it all
Catch me if I fall
All my life
Waiting to find
40, 000 stars in the evening
Look at them fall from the sky
40, 000 reasons for living
40, 000 tears in your eyes
I would give my life to find it
I would give it all
Catch me if I fall
Catch me if I fall, catch me if I fall
Catch me if I fall, catch me if I fall
Catch me if I fall, catch me if I fall
Catch me if I fall, catch me if I fall
Catch me if I fall, catch me if I fall"
Texarnaka ,2006,/texarnaka-lyrics-rem.html,0,"20,000 miles to an oasis
20,000 years will I burn
20,000 chances I wasted
Waiting for the moment to turn
I would give my life to find it
I would give it all
Catch me if I fall
Walking through the woods I have faced it
Looking for something to learn
30,000 thoughts have replaced it,
Never in my time to return
I would give my life to find it
I would give it all
Catch me if I fall
All alone
Waiting to fall
40,000 stars in the evening
Look at them fall from the sky
40,000 reasons for living
40,000 tears in your eye
I would give my life to find it
I would give it all
Catch me if I fall"
That Beat ,2006,/that-beat-lyrics-rem.html,0,"(Berry/Buck/Mills/Stipe)
(That beat, that beat, that beat)
Eastern calls from way out wherever
Away I go, anchored in that beat
Thirsting for us too, three's a no man, but
Remember, call that beat
Remember, call that beat
Finger lead them up, crime to rape the beat
Thirsting for us too, three's a no man, but
Remember, call that beat
Remember, call that beat
Remember, call that beat
Remember, call that beat
Finger lead them up (up), crime to rape the beat
Thirsting for us too (too), three's a no man, but
Remember, call that beat
Remember, call that beat
Remember, call that beat
Remember, call that beat"
That Someone Is You ,2011,/that-someone-is-you-lyrics-rem.html,1,"With the restraint of
New Order covers,
Young Marble Giants
I sat... quietly... waiting...
For someone else to make the first move,
Someone else to make the first move...
That someone is you
That someone is you!
That someone has pulled me up and out of
cartoon quicksand
Pulled me up and out of me!
And with the fury lock of Sharon Stone Casino,
Scarface, Al Pacino, '74 Torino. I need
someone else to make the first move,
Someone else to make the first move,
That someone is you
That someone is you!
That someone has pulled me up and out of
cartoon quicksand
Pulled me up and out of me...
You
Pulled me up and out of cartoon quicksand
Pulled me up and out of me!"
The After Hours ,2006,/the-after-hours-lyrics-rem.html,0,"If you close the door
the night could last forever.
Say goodbye to now
and say hello to never.
I've said it before, I'll say it again.
You know it can happen to me.
But if we close the door
I'll never have to see the world again"
The Apologist ,2006,/the-apologist-lyrics-rem.html,0,"They call me the apologist
Now that I'm at peak
You know at first it really hurt
We joke about these things
I've skirted all my differences
But now I'm facin' up
I wanted to apologize for
Everything I was, so
I'm sorry
So sorry
So sorry
So sorry
I'm so sorry
I'm so sorry
I'm so sorry
Did you understand me right?
The people here are good
They tell me what I should have done
And offer what I could
I'm good, all is good
All's well, no complaints
When I feel regret
I get down on my knees and pray
I'm sorry
(So sorry)
So sorry
(So sorry)
So sorry
(So sorry)
So sorry
(So sorry)
I'm so sorry
(So sorry)
I'm so sorry
(So sorry)
(So sorry)
I'm so sorry
I'm so sorry
I live a simple life
Unfettered by complex sweets
(So sorry)
You think this isn't me?
(So sorry)
Don't be weak
(So sorry)
There I go
(So sorry)
I'm so sorry
Thank you for bein' there for me
Thank you for listening, goodbye
I can forfeit selfishness
I hope for you that you apply
This happiness, this peacefulness
This peacefulness
I'm sorry
(So sorry)
So sorry
(So sorry)
So sorry
(So sorry)
So sorry
(So sorry)
I'm so sorry
(So sorry)
I'm so sorry
(So sorry)
I live
(So sorry)
A simple life
(So sorry)
Unfettered
(So sorry)
By complex sweets
(So sorry)
You think this isn't me?
(So sorry)
That's so sweet
(So sorry, so sorry)
I'm so sorry
Thank you for being there for me
Thank you for listening, goodbye"
The Ascent of Man ,2004,/the-ascent-of-man-lyrics-rem.html,0,"So hesitation pulled me back
I'm stronger when I don't attract
In your eyes I'm a lamb without a rack
And I am getting confused
I'm a cactus trying to be a canoe
As you pan for ore
In the desert, floored
I say to you
That I could never imagine a place so beautiful
I could never steal your gold away
Yeah yeah yeah yeah yeah yeah...
(I try to walk like a big wham bam
I came across like a battering ram
I try to float like a telegram sam
I'm trying to divine you.)
My book is called ""The Ascent Of Man""
I marked your chapter with a catamaran
The accent's off
But I am what I am
Yeah yeah yeah yeah yeah yeah...
(I try to walk like a big wham bam
I came across like a battering ram
I try to float like a telegram sam
I'm trying to divine you.)
I looked for you, it's my last grandstand
A motorscootered goat legged pan
Figure eighting in quicksand...
Yeah yeah yeah yeah yeah yeah...
(I try to walk like a big wham bam
I try to float like a telegram sam
I came across like a battering ram
I'm trying to divine you.)
(I try to walk like a big wham bam
I try to float like a telegram sam
I came across like a battering ram
I'm trying to divine you.)
So hesitation pulled me back
I'm so in love I don't attract
And with my hands tied I won't crack
('Cause in my mind I called you back.)"
The Boy In The Well ,2004,/the-boy-in-the-well-lyrics-rem.html,0,
The Final Straw ,2004,/the-final-straw-lyrics-rem.html,0,
The Flowers of Guatemala ,2006,/the-flowers-of-guatemala-lyrics-rem.html,0,
The Great Beyond ,2003,/the-great-beyond-lyrics-rem.html,0,"I've watched the stars fall silent from your eyes
All the sights that I have seen
I can't believe that I believed
I wished that you could see
There's a new planet in the solar system
There is nothing up my sleeve
I'm pushing an elephant up the stairs
I'm tossing up punch lines that were never there
Over my shoulder a piano falls
Crashing to the ground
In all this talk of time, talk is fine
But I don't want to stay around
Why can't we pantomime
Just close our eyes
And sleep sweet dreams
Me and you with wings on our feet
I'm pushing an elephant up the stairs
I'm tossing up punch lines that were never there
Over my shoulder a piano falls
Crashing to the ground
I'm breaking through
I'm bending spoons
I'm keeping flowers in full bloom
I'm looking for answers from the great beyond
I want the humming birds, the dancing bears
Sweetest dreams of you
I look into the stars
I look into the moon
I'm pushing an elephant up the stairs
I'm tossing up punch lines that were never there
Over my shoulder a piano falls
Crashing to the ground
I'm breaking through
I'm bending spoons
I'm keeping flowers in full bloom
I'm looking for answers from the great beyond
I'm breaking through
I'm bending spoons
I'm keeping flowers in full bloom
I'm looking for answers from the great
Answers from the great, answers
I'm breaking through
I'm bending spoons
I'm keeping flowers in full bloom
I'm looking for answers from the great beyond
I'm breaking through
I'm bending spoons
I'm keeping flowers in full bloom
I'm looking for answers from the great
Answers from the great, answers
I'm breaking through
I'm bending spoons
I'm keeping flowers in full bloom
I'm looking for answers from the great beyond"
The Lifting ,2006,/the-lifting-lyrics-rem.html,1,"Grounded, 5 A.M.
The nitelite is comforting,
But gravity is holding you.
Once settled into sleep
You have watched, on repeat,
The story of your life
Across the ceiling;
And in review,
You've said the air was singing
It's calling you, you don't believe
These things you've never seen
""Good morning, and how are you?
The weather's fine, the sky is blue -
It's perfect for our seminar...""
""Now close your eyes,
And start to breathe.
Allow the noise to recede...
...Allow yourself to drift and fly away.""
But you just stay.
You've said the air was singing
It's calling you, you don't believe
These things you've never seen, never dreamed.
Did you hear these voices calling
Locked into the conference room,
""We're only what our minds assume...""
And rationale is leaving you.
This conceit, these systems of belief,
Your counselor agrees,
""You've always marked these boundaries, now you're free...""
And with relief.
You've said the air was singing
It's calling you, you don't believe
These things you've never seen, never heard, never dreamed.
You've said the air was singing
It's calling you, you don't believe
These things you've never seen
Never, never, never.
Once you had a dream
Of oceans, and sunken cities;
Memories of things you've never known
And you have never known."
The Lion Sleeps Tonight ,2006,/the-lion-sleeps-tonight-lyrics-rem.html,0,"In the jungle, the quiet jungle, the lion sleeps tonight
In the jungle, the mighty jungle, the lion sleeps tonight
In the village, the quiet village, the lion sleeps tonight
In the village, the peaceful village, the lion sleeps tonight
Hush my darling, don't cry my darling, the lion sleeps tonight
Hush my darling, don't cry my darling, the lion sleeps tonight"
The One I Love ,2008,/the-one-i-love-lyrics-rem.html,9,"This one goes out to the one I love
This one goes out to the one I've left behind
A simple prop to occupy my time
This one goes out to the one I love
Fire
(She's comin' down on her own, now)
Fire
(she's comin' down on her own)
This one goes out to the one I love
This one goes out to the one I've left behind
A simple prop to occupy my time
This one goes out to the one I love
Fire
(She's comin' down on her own, now)
Fire
(She's comin' down on her own)
This one goes out to the one I love
This one goes out to the one I've left behind
Another prop has occupied my time
This one goes out to the one I love
Fire
(She's comin' down on her own, now)
Fire
(She's comin' down on her own)
Fire
(She's comin' down on her own, now)
Fire
(She's comin' down on her own)"
The Outsiders ,2004,/the-outsiders-lyrics-rem.html,0,"you took me to the restaurant where we first met.
you knocked a future shock crowbar upside my head.
I got caught with the stop of the tick tock, tick tock clock
when you told me what you knew.
lost in the moment, the day that the music stopped.
and I do remember you.
DRAWING PATTERNS WITH A CORK ON THE TABLECLOTH.
PROMISING VOLCANIC CHANGE OF PLOT.
WHERE WILL THIS LEAD US? I'M SCARED OF THE STORM.
THE OUTSIDERS ARE GATHERING. A NEW DAY IS BORN.
I tried to tell you I am not afraid
you looked up and saw it all across my face
so am I with you or am I against?
I don't think it's that easy, we're lost in regret.
now I'm trying to remember the feeling when the music stopped.
when you told me what you knew.
lost in the moment, the day that the music stopped.
and I do remember you.
DRAWING PATTERNS WITH A CORK ON THE TABLECLOTH.
PROMISING VOLCANIC CHANGE OF PLOT
WHERE DOES THIS LEAVE US, I'M SCARED OF THE STORM.
THE OUTSIDERS ARE GATHERING, A NEW DAY IS BORN.
DRAWING PATTERNS WITH A CORK ON THE TABLECLOTH.
PROMISING VOLCANIC CHANGE OF THOUGHT
WHERE DOES THIS LEAVE US? I'M SCARED OF THE STORM.
THE OUTSIDERS ARE GATHERING, A NEW DAY IS BORN.
THE OUTSIDERS ARE GATHERING, A NEW DAY IS BORN.
THE OUTSIDERS ARE GATHERING.
A man walks away. when every muscle says to stay.
how many yesterdays? they each weigh heavy.
who says what changes may come. who says what we call home.
I know you see right through me, my luminescence fades,
the dusk provides an antidote, I am not afraid.
I've been a million times, in my mind, and this is really just a technicality.
frailty. reality.
uh, It's time to breathe. Time to believe. Let it go and run towards the sea.
they don't teach that, they don't know what you mean.
they don't understand, they don't know what you mean.
they don't get it, I want to scream.
I want to breathe again, I want to dream.
I want to float a quote from Martin Luther King
I am not afraid I am not afraid I am not afraid
I AM NOT AFRAID I AM NOT AFRAID I AM NOT AFRAID I AM NOT AFRAID"
The Sidewinder Sleeps Tonight ,2006,/the-sidewinder-sleeps-tonight-lyrics-rem.html,7,"This here is the place i will be staying.
there isn't a number. you can call the pay phone.
let it ring a long, long, long, long time.
if i don't pick up, hang up, call back, let it ring some more.
if i don't pick up, pick up... the sidewinder sleeps, sleeps, sleeps in a coil
Call me when you try to wake her up. call me when you try to wake her.
call me when you try to wake her up. call me when you try to wake her.
call me when you try to wake her up. call me when you try to wake her.
There are scratches all around the coin slot
like a heartbeat, baby trying to wake up,
but this machine can only swallow money.
you can't lay a patch by computer design.
it's just a lot of stupid, stupid signs.
Tell her,
tell her she can kiss my ass, then laugh and say that you were only kidding.
that way she'll know that it's really, really, really, really me.
Call me when you try to wake her up. call me when you try to wake her.
call me when you try to wake her up. call me when you try to wake her.
call me when you try to wake her up. call me when you try to wake her.
Baby, instant soup doesn't really grab me.
today i need something more sub-sub-sub-substantial.
a can of beans or blackeyed peas, some nescafe and ice,
a candy bar, a falling star, or a reading of doctor seuss;
Call me when you try to wake her up. call me when you try to wake her.
call me when you try to wake her up. call me when you try to wake her.
call me when you try to wake her up. call me when you try to wake her.
The cat in the hat came back, wrecked a lot of havoc on the way,
always had a smile and a reason to pretend.
but their world has flat backgrounds and little need to sleep but to dream.
the sidewinder sleeps on his back.
Call me when you try to wake her up. call me when you try to wake her.
call me when you try to wake her up. call me when you try to wake her.
i can always sleep standing up. call me when you try to wake her.
call me when you try to wake her up. call me when you try to wake her.
call me when you try to wake her up. call me when you try to wake her.
i can always sleep standing up. call me when you try to wake her.
call me when you try to wake her up. call me when you try to wake her.
i can always sleep standing up. call me when you try to wake her.
i can always sleep standing up. call me when you try to wake her.
We've got to moogie, moogie, move on this one."
The Sidewinder Sleeps Tonite ,2003,/the-sidewinder-sleeps-tonite-lyrics-rem.html,3,"This here is the place where I will be staying
There isn't a number, you can call the pay phone
Let it ring a long, long, long, long time
If I don't pick up, hang up, call back, let it ring some more, oh
If I don't pick up, pick up
The sidewinder sleeps, sleeps, sleeps in a coil
Call me when you try to wake her up, call me when you try to wake her
Call me when you try to wake her up, call me when you try to wake her
Call me when you try to wake her up, call me when you try to wake her, oh
There are scratches all around the coin slot
Like a heartbeat, baby trying to wake up
But this machine can only swallow money
You can't lay a patch by computer design
It's just a lot of stupid, stupid signs
Tell her
Tell her she can kiss my ass
Then laugh and say that you were only kidding
That way she'll know that it's really, really, really, really me
Call me when you try to wake her up, call me when you try to wake her
Call me when you try to wake her up, call me when you try to wake her
Call me when you try to wake her up, call me when you try to wake her, oh
Baby, instant soup doesn't really grab me
Today I need something more sub-sub-sub-substantial
A can of beans or blackeyed peas, some Nescafe and ice
A candy bar, a falling star, or a reading from Doctor Seuss
Call me when you try to wake her up, call me when you try to wake her
Call me when you try to wake her up, call me when you try to wake her
Call me when you try to wake her up, call me when you try to wake her, oh
The cat in the hat came back, wrecked a lot of havoc on the way
Always had a smile and a reason to pretend
But their world has flat backgrounds and little need to sleep but to dream
The sidewinder sleeps on his back
Call me when you try to wake her up, call me when you try to wake her
Call me when you try to wake her up, call me when you try to wake her
I can always sleep standing up. Call me when you try to wake her, oh
Call me when you try to wake her up, call me when you try to wake her
Call me when you try to wake her up, call me when you try to wake her
I can always sleep standing up. Call me when you try to wake her, oh
Call me when you try to wake her up, call me when you try to wake her
Call me when you try to wake her up, call me when you try to wake her
I can always sleep standing up. Call me when you try to wake her, oh
We've got to moogie, moogie, move on this one"
The Wake-up Bomb ,2006,/the-wakeup-bomb-lyrics-rem.html,0,"I look good in a glass pack
I look good and mean
I look good in metallic sick wraparound blackout tease
I scud along the horizon, I drink some sweet tree tea
I get high in my low-ass boot-cut jean
I like being seen
I look good with my drink-eat-no-sleep, take-a-leap longevity
I get high on my attitude, latitude, 1973
I'm in deep
My head's on fire and high esteem
Carry my dead, bored, been there, done that, anything
Oh, the wake-up bomb
Oh, the wake-up bomb
Oh, the wake-up bomb
Oh, the wake-up bomb
My head's on fire and high esteem
Get drunk and sing along to Queen
Practice my T-Rex moves and make the scene
Carry my dead, bored, been there, done that, anything
I had to knock a few buildings over
I make an ugly mess
I had to blow a gasket
Drop transmission
I had to decompress
I had to write the great American novel
I had a neutron bomb
I had to teach the world to sing by the age of 21
I wake up (I wake up)
I wake up (I wake up)
I threw up when I saw what I'd done
Oh, the wake-up bomb
Oh, the wake-up bomb
My head's on fire and high esteem
Get drunk and sing along to Queen
Practice my T-Rex moves and make the scene
Yeah, I'd rather be anywhere doing anything
I've had enough, I've seen enough, I've had it all, I'm giving up
I won the race, I broke the cup, I drank it all, I spit it up
I've had enough, I've seen enough, I've had it all, I'm giving up
I won the race, I broke the cup, I drank it all, I spit it up
Yeah, atomic, supersonic
What a joke, I'm dumb
See ya, don't wanna be you
Lunch meat, Pond scum
My head's on fire in high esteem
Get drunk and sing along to Queen
Practice my T-Rex moves and make the scene
Yeah, I'd rather be anywhere doing anything
Yeah, I'd rather be anywhere doing anything
Yeah, I'd rather be anywhere doing anything
Yeah"
The Wrong Child ,2006,/the-wrong-child-lyrics-rem.html,0,
